http://www.watchfinder.co.uk/Rolex/Daytona/116500%20LN/29594/item/215900,Rolex,Daytona,Daytona,116500 LN,GBP,48995.00,48995.00,"Retail Price: £11,600",,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
215900
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
White
","
Water resistance
100 metres
","
                            The Rolex Daytona, named after the race circuit in Florida that hosts the Rolex twenty-four hour race, epitomises the ultimate driver’s watch. The dial, unburdened by a date window, is clear and easy to read. The tachymeter offers quick speed calculations, while the shape is instantly recognisable and supremely comfortable. Its smaller size and smart design makes it a versatile watch capable of working well with both casual jeans and a formal suit. Here available in steel with a stunning Cerachrom bezel, this watch represents the Daytona's first major upgrade in 16 years, but it sticks closely to the gorgeous retro design of the original.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/Wright%20Flyer/WF-SS/54371/item/207944,Bremont,Wright Flyer,Wright Flyer,WF-SS,GBP,12450.00,12450.00,Retail Price: Discontinued," Black 
","
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
207944
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","
                            Luxury watchmaking in England was given a welcome boost with the launch of Bremont in 2002. Founded by brothers Giles and Nick English, it began by making beautifully crafted pilots’ watches, most of which are ISO chronometer rated, and has brought out a number of intriguing limited editions that incorporate history into the actual watch in the most literal sense. This model features an actual piece of fabric used on the 1903 Wright Flyer aircraft that marked the beginning of the pioneer era of aviation. It can be seen through the transparent caseback, as can the automatic movement, which is powered by a rotor that bears the words ‘Wright Flyer’, the initials of the Wright brothers, Wilbur and Orville, and a delightful propellor design. This hugely collectible watch, with a 50-hour power reserve, is one of just 300 pieces.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Jaeger-LeCoultre/Reverso%20Grande%20Taille/2708110/21575/item/204298,Jaeger-LeCoultre,Reverso Grande Taille,Reverso Grande Taille,2708110,GBP,4650.00,4650.00,Retail Price: Discontinued,,"
Year
Approx.  2010
","
Box
No
","

Papers


No
","
Product code
204298
","

Movement


Manual
","
Case size
26 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Silver Arabic
","
Water resistance
30 metres
","This Jaeger-LeCoultre has undergone a thorough inspection of accuracy, functionality and condition at our Jaeger-LeCoultre certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Audemars%20Piguet/Royal%20Oak%20Offshore/26290IO.OO.A001VE.01/46088/item/196428,Audemars Piguet,Royal Oak Offshore,Royal Oak Offshore,26290IO.OO.A001VE.01,GBP,25995.00,25995.00,Retail Price: Discontinued," Black 
","
Year
 2010
","
Box
Yes
","

Papers


Yes
","
Product code
196428
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Titanium
","
Bracelet material
Rubber - Black 
","
Dial type
Black
","
Water resistance
100 metres
","This Audemars Piguet has undergone a thorough inspection of accuracy, functionality and condition at our Audemars Piguet certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/Aqua%20Terra%20150m%20Gents/220.22.41.21.02.001/35973/item/212007,Omega,Aqua Terra 150m Gents,Aqua Terra 150m Gents,220.22.41.21.02.001,GBP,5675.00,5675.00,"Retail Price: £7,650"," Black 
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
212007
","

Movement


Automatic
","
Case size
41 MM
","
Case material
Steel & Rose Gold
","
Bracelet material
Rubber - Black 
","
Dial type
Silver Baton
","
Water resistance
150 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Patek%20Philippe/Calatrava/4858J-010/50205/item/192929,Patek Philippe,Calatrava,Calatrava,4858J-010,GBP,12950.00,12950.00,Retail Price: Discontinued," Brown 
","
Year
 2006
","
Box
Yes
","

Papers


Yes
","
Product code
192929
","

Movement


Manual
","
Case size
29 MM
","
Case material
Yellow Gold set with Diamonds
","
Bracelet material
Alligator - Brown 
","
Dial type
Brown Diamond
","
Water resistance
30 metres
","This Patek Philippe has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tag%20Heuer/Link/CJ1110.BA0576/3660/item/206649,Tag Heuer,Link,Link,CJ1110.BA0576,GBP,1095.00,1095.00,Retail Price: Discontinued,,"
Year
Approx.  2006
","
Box
Yes
","

Papers


No
","
Product code
206649
","

Movement


Quartz
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Dial, Black Sub Dials
","
Water resistance
200 metres
","This Tag Heuer has undergone a thorough inspection of accuracy, functionality and condition at our Tag Heuer certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Cartier/Tank%20Francaise/W51011Q3/14321/item/206956,Cartier,Tank Francaise,Tank Francaise,W51011Q3,GBP,2975.00,2975.00,Retail Price: Discontinued,,"
Year
 2003
","
Box
Yes
","

Papers


Yes
","
Product code
206956
","

Movement


Quartz
","
Case size
25 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Silver Roman Numeral
","
Water resistance
30 metres
","
                            The Cartier Tank, inspired by an actual tank, has been a design milestone since its inception in the early 20th century. Unlike the modified pocket watches being made by other manufacturers, the Tank used a new case design that actually incorporated the lugs into its shape, rather than adding them as an afterthought. Other iconic design elements include the blued sword hands, Roman numerals, elegant square dial and octagonal crown complete with sapphire cabochon. The Française collection adds a somewhat sportier, more modern feel to an already superb timepiece, making it bolder and more versatile, in large part thanks to its chain-link bracelet.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tag%20Heuer/Formula%201/WAU111C.BA0869/27171/item/212165,Tag Heuer,Formula 1,Formula 1,WAU111C.BA0869,GBP,1300.00,1300.00,Retail Price: Discontinued,,"
Year
 2017
","
Box
Yes
","

Papers


Yes
","
Product code
212165
","

Movement


Quartz
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Ceramic & Steel
","
Dial type
Rhodium
","
Water resistance
200 metres
","This Tag Heuer has undergone a thorough inspection of accuracy, functionality and condition at our Tag Heuer certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Breitling/SuperOcean%20Heritage/A23370/26376/item/202294,Breitling,SuperOcean Heritage,SuperOcean Heritage,A23370,GBP,3900.00,3900.00,Retail Price: Discontinued,,"
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
202294
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Steel (Ocean Classic)
","
Dial type
Black Baton
","
Water resistance
200 metres
","
                            It may be known for its iconic aviation watches that have led the industry for decades, but Breitling is more than adept when it comes to good-looking, functional horological tools of other kinds. Many Breitling diving watches are masterful pieces of engineering; the Superocean is surely the greatest example. The first Superocean was unveiled in the 1950s, made for professional and military use. More recently, the Superocean Heritage collection pays tribute to these superb timepieces with a design based on the original, though the technical specs have of course been upgraded to the highest modern standards. This clean and elegant model boasts 200m water resistance and a superb Swiss calibre.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Breitling/Chronospace/M78366/28422/item/207337,Breitling,Chronospace,Chronospace,M78366,GBP,3450.00,3450.00,Retail Price: Discontinued," Black 
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
207337
","

Movement


Quartz
","
Case size
46 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Fabric - Black 
","
Dial type
Black Baton
","
Water resistance
50 metres
","This Breitling has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Hublot/Big%20Bang/301.SB.131.RX/4215/item/208250,Hublot,Big Bang,Big Bang,301.SB.131.RX,GBP,8450.00,8450.00,"Retail Price: £11,200"," Black 
","
Year
 2013
","
Box
Yes
","

Papers


Yes
","
Product code
208250
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Ceramic & Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This Hublot has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Hublot/Classic%20Fusion/541.NX.7170.LR/48756/item/207998,Hublot,Classic Fusion,Classic Fusion,541.NX.7170.LR,GBP,6950.00,6950.00,Retail Price: Discontinued," Brown & Brown Rubber
","
Year
Approx.  2018
","
Box
Yes
","

Papers


No
","
Product code
207998
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Titanium
","
Bracelet material
Crocodile - Brown & Brown Rubber
","
Dial type
Blue Baton
","
Water resistance
50 metres
","This Hublot has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%20Base/PAM00560/54434/item/202968,Panerai,Luminor Base,Luminor Base,PAM00560,GBP,4775.00,4775.00,"Retail Price: £5,400"," Black 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
202968
","

Movement


Manual
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black
","
Water resistance
300 metres
","
                            While it's the limited, historical or complicated pieces that often get most of the attention when it comes to Panerai, many collectors are more interested in the more straightforward “Base” models, where they feel that the real essence of the brand can be found. These entry level watches come without distracting bells and whistles, at a comparatively affordable price point, yet they still have all of Panerai's best attributes in spades. Case in point is this lovely PAM560, one of five new Base models in 2014. It's very similar to its predecessor, the PAM112, with one major difference: inside beats the company's amazing in-house movement, Calibre P.5000, complete with double barrelled 8-day power reserve.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Breitling/Superocean%2044%20Special/Y17393/36957/item/207339,Breitling,Superocean 44 Special,Superocean 44 Special,Y17393,GBP,2770.00,2770.00,"Retail Price: £3,190"," Blue (Diver Pro III)
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
207339
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Rubber - Blue (Diver Pro III)
","
Dial type
Blue Baton
","
Water resistance
1000 metres
","This Breitling has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Jaeger-LeCoultre/Duometre/6042520/27040/item/211973,Jaeger-LeCoultre,Duometre,Duometre,6042520,GBP,21910.00,21910.00,Retail Price: Discontinued," Brown 
","
Year
 2012
","
Box
Yes
","

Papers


Yes
","
Product code
211973
","

Movement


Manual
","
Case size
42 MM
","
Case material
Rose Gold
","
Bracelet material
Crocodile - Brown 
","
Dial type
White Arabic
","
Water resistance
50 metres
","
                            Fascinating, innovative and technically unique, Jaeger-LeCoultre's Duometre watches are often overlooked despite being one of the most impressive collections in the brand's stable (no small achievement). The watches use a brilliant “dual wing” movement boasting two separate mainspring power sources. The first is used purely for the main time display, and the other caters to additional complications. In this case, the elegant dial showcases the hours and minutes symmetrically opposite a dial combining the date with a sophisticated dual-hemisphere moonphase display. There is a long seconds hand from the centre, while the 6 o'clock subdial features jumping sixths of a second. It's flanked by exquisite exhibition apertures into the movement's workings—including power reserve indicators for each of the “dual wing” sources.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Ingenieur/IW357001/38232/item/204577,IWC,Ingenieur,Ingenieur,IW357001,GBP,3450.00,3450.00,"Retail Price: £4,250"," Black
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
204577
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Silver Baton
","
Water resistance
120 metres
","This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Breitling/SuperOcean%20Heritage/A17321/22370/item/200836,Breitling,SuperOcean Heritage,SuperOcean Heritage,A17321,GBP,3250.00,3250.00,Retail Price: Discontinued,,"
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
200836
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Steel (Ocean Classic)
","
Dial type
Blue Baton
","
Water resistance
200 metres
","This Breitling has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Gucci/G%20Timeless/YA126286/52772/item/211419,Gucci,G Timeless,G Timeless,YA126286,GBP,1050.00,1050.00,Retail Price: Discontinued," Black 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211419
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black
","
Water resistance
50 metres
","This Gucci has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Conquest/L3.257.4.57.7/53699/item/211251,Longines,Conquest,Conquest,L3.257.4.57.7,GBP,1250.00,1250.00,Retail Price: Discontinued," Black & Steel
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211251
","

Movement


Quartz
","
Case size
29.5 MM
","
Case material
Ceramic - Black & Steel
","
Bracelet material
Ceramic - Black & Steel
","
Dial type
Black Diamond
","
Water resistance
300 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%20Power%20Reserve/PAM00125/53950/item/207024,Panerai,Luminor Power Reserve,Luminor Power Reserve,PAM00125,GBP,4950.00,4950.00,Retail Price: Discontinued," Black 
","
Year
Approx.  2005
","
Box
No
","

Papers


No
","
Product code
207024
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Arabic
","
Water resistance
300 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Master%20Collection/L2.714.4.78.6/9870/item/212490,Longines,Master Collection,Master Collection,L2.714.4.78.6,GBP,2500.00,2500.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212490
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Silver Arabic
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Heritage/L2.780.4.18.2/54281/item/212486,Longines,Heritage,Heritage,L2.780.4.18.2,GBP,1955.00,1955.00,Retail Price: Discontinued," Black 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212486
","

Movement


Automatic
","
Case size
41 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
White Arabic
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Heritage/L2.768.4.53.2/34793/item/212485,Longines,Heritage,Heritage,L2.768.4.53.2,GBP,1695.00,1695.00,Retail Price: Discontinued," Black
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212485
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Arabic
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/PrimaLuna/L8.110.5.16.6/53390/item/212481,Longines,PrimaLuna,PrimaLuna,L8.110.5.16.6,GBP,1595.00,1595.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212481
","

Movement


Quartz
","
Case size
26.5 MM
","
Case material
Steel & Rose Gold
","
Bracelet material
Steel & Rose Gold
","
Dial type
White Baton
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Flagship/L4.774.5.27.7/18115/item/212478,Longines,Flagship,Flagship,L4.774.5.27.7,GBP,1480.00,1480.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212478
","

Movement


Automatic
","
Case size
36 MM
","
Case material
Steel & Yellow Gold
","
Bracelet material
Steel & Yellow Gold
","
Dial type
White Diamond
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Heritage/L2.789.4.53.3/53391/item/212475,Longines,Heritage,Heritage,L2.789.4.53.3,GBP,1485.00,1485.00,Retail Price: Discontinued," Black
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212475
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Arabic
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Saint-Imier/L2.753.4.52.6/53382/item/212473,Longines,Saint-Imier,Saint-Imier,L2.753.4.52.6,GBP,1950.00,1950.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
212473
","

Movement


Automatic
","
Case size
39 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tag%20Heuer/Grand%20Carrera/CAV511A.BA0902/8476/item/190000,Tag Heuer,Grand Carrera,Grand Carrera,CAV511A.BA0902,GBP,2835.00,2835.00,Retail Price: Discontinued,,"
Year
 2009
","
Box
Yes
","

Papers


Yes
","
Product code
190000
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
100 metres
","This Tag Heuer has undergone a thorough inspection of accuracy, functionality and condition at our Tag Heuer certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/Martin%20Baker/MBII/OR/16906/item/198006,Bremont,Martin Baker,Martin Baker,MBII/OR,GBP,2830.00,2830.00,"Retail Price: £3,795"," Black 
","
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
198006
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","
                            Since 1946, British aerospace company Martin-Baker has saved the lives of at least 7,450 pilots. That's because it makes ejection seats—one of the most vital pieces of safety equipment on any high-speed aircraft. Martin-Baker seats are the best of the best, tested to the most punishing levels of endurance and extremes of shock, vibration, temperature and more. Amazingly, Bremont's Martin-Baker watches have been put through the same rigours used on the ejection seats, at the same test facility. Fitted with anti-shock movement mounts and Faraday cages, the MB watches are made to be the ultimate endurance chronometer, able to survive just about anything short of a direct meteor strike. They're also not half handsome to look at.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/ALT1/ALT1-P2/CR/R/38487/item/209018,Bremont,ALT1,ALT1,ALT1-P2/CR/R,GBP,3000.00,3000.00,Retail Price: Discontinued," Grey 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
209018
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Leather - Grey 
","
Dial type
Cream Arabic
","
Water resistance
100 metres
","This Bremont has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tag%20Heuer/Grand%20Carrera/CAV511A.BA0902/8476/item/202101,Tag Heuer,Grand Carrera,Grand Carrera,CAV511A.BA0902,GBP,2835.00,2835.00,Retail Price: Discontinued,,"
Year
 2010
","
Box
Yes
","

Papers


Yes
","
Product code
202101
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
100 metres
","This Tag Heuer has undergone a thorough inspection of accuracy, functionality and condition at our Tag Heuer certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/Supermarine/Terra%20Nova/29372/item/212069,Bremont,Supermarine,Supermarine,Terra Nova,GBP,3380.00,3380.00,Retail Price: Discontinued," Black 
","
Year
 2017
","
Box
Yes
","

Papers


Yes
","
Product code
212069
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Titanium
","
Bracelet material
Rubber - Black 
","
Dial type
Black Baton
","
Water resistance
500 metres
","This Bremont has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Portofino%20Hand-Wound/IW510103/21493/item/211819,IWC,Portofino Hand-Wound,Portofino Hand-Wound,IW510103,GBP,5500.00,5500.00,"Retail Price: £8,550"," Brown 
","
Year
Approx.  2017
","
Box
Yes
","

Papers


No
","
Product code
211819
","

Movement


Manual
","
Case size
46 MM
","
Case material
Steel
","
Bracelet material
Crocodile - Brown 
","
Dial type
Silver Baton
","
Water resistance
30 metres
","This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Cartier/Santos%20Galbee/W20044D6/26922/item/204627,Cartier,Santos Galbee,Santos Galbee,W20044D6,GBP,2500.00,2500.00,Retail Price: Discontinued,,"
Year
Approx.  2009
","
Box
No
","

Papers


No
","
Product code
204627
","

Movement


Automatic
","
Case size
24 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Silver Roman Numeral
","
Water resistance
30 metres
","This Cartier has undergone a thorough inspection of accuracy, functionality and condition at our Cartier certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Saint-Imier/L2.563.4.59.6/50015/item/211234,Longines,Saint-Imier,Saint-Imier,L2.563.4.59.6,GBP,1250.00,1250.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211234
","

Movement


Automatic
","
Case size
30 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
